optimizer,estimator,generator,acquisitor,wn0,wn1,wn2,wn3,wp,vs0,vs1,vs2,vs3,cost,time_stamp
forest_minimize,RF,sobol,EI,1.0709573996825582e-05,3.0475505041883496e-05,6.542456149690568e-05,5.981884440124539e-05,3.442722870922334e-05,1.7129117144925126,1.6467565557417363,1.6197707267184787,1.65559275741227,0.061804357239131864,195137-211102
forest_minimize,RF,sobol,PI,1.3078220794697457e-05,2.8732578712294186e-05,4.727678691049021e-05,0.00011337083540375337,3.829025448185294e-05,1.6814160612909492,1.655008228215471,1.6562057639118077,1.623583769782488,0.04184623250650919,195842-211102
forest_minimize,RF,sobol,gp_hedge,1.4975467465687805e-05,1.987140489887002e-05,5.46647034921143e-05,0.00014372469411560874,3.8987586173260475e-05,1.6436879432245939,1.7102940096101604,1.6590622064218843,1.6225479658361424,0.06249715574018695,200545-211102
forest_minimize,RF,halton,LCB,1.125002366540264e-06,3.6294878029795294e-06,2.8066759783517343e-05,0.00013737779235058548,4.979942469796328e-06,1.8043477613795122,1.725370392849772,1.6279406690243086,1.5901222013213312,0.18888199023251173,201400-211102
forest_minimize,RF,halton,EI,7.622520163011567e-07,5.489273149005066e-06,0.00011141765963016158,0.00014050912499647116,4.207041800960622e-06,1.8778516034618917,1.7204455495845465,1.6302432634691826,1.627430120410371,0.20643864797993017,202102-211102
forest_minimize,RF,halton,PI,3.2590073590088593e-06,5.376835106787672e-06,8.408257038835776e-06,1.993313939138722e-05,8.714434769295262e-06,1.651610645631999,1.6697986827164573,1.6797177682528515,1.6462879162372694,0.03323586688729604,202825-211102
forest_minimize,RF,halton,gp_hedge,1.5995044355080417e-06,2.2335772933245743e-05,3.303569224754432e-06,5.1441738156159685e-06,4.981117270723904e-06,1.699334405955773,1.4538919734991094,1.688403570120839,1.6944290071968227,0.19895455137837909,203536-211102
forest_minimize,RF,hammersly,LCB,6.154751926921574e-06,1.485056065471355e-05,1.601165487302329e-05,2.287820072437319e-05,1.5616711588752448e-05,1.633715464448894,1.585429212204755,1.6363718488648795,1.6459420074936966,0.05972210120471178,204400-211102
forest_minimize,RF,hammersly,EI,3.6458563300093727e-06,6.848016777129421e-06,8.583850830514322e-06,5.229053515825669e-05,1.021208277449929e-05,1.665933223307668,1.662670281160316,1.6987429368340972,1.6090992425835655,0.07166496892031264,205113-211102
forest_minimize,RF,hammersly,PI,3.866225279215772e-06,1.0814930970393891e-05,1.260035371428192e-05,4.481933806374681e-05,1.1075407635918305e-05,1.674478273123571,1.6042090636362525,1.6404393888876192,1.5798907646874145,0.09087215509835432,205844-211102
forest_minimize,RF,hammersly,gp_hedge,4.955458374127546e-07,7.775236215945561e-06,1.9077442015108706e-05,7.723668003443454e-06,2.7789355532603846e-06,1.8592698581652058,1.646467587722493,1.6220395602950128,1.6682503527106909,0.15697761385357023,210610-211102
forest_minimize,RF,lhs,LCB,5.062481499555997e-07,3.296237984641062e-05,8.796920882543274e-07,3.8976365840260195e-06,1.8710488435228493e-06,1.7274574249056627,1.407581482205281,1.7369553914582885,1.6497237348357108,0.24673187837755117,211451-211102
forest_minimize,RF,lhs,EI,4.583463332399292e-06,2.1430883197649997e-05,3.9053891953304666e-05,0.0001443576200928323,1.7896707986971447e-05,1.7732547062411206,1.646796279821498,1.633276988043798,1.5873068075836712,0.12477250351039593,212208-211102
forest_minimize,RF,lhs,PI,5.380528982164789e-07,2.4300025263253828e-05,1.3848548377463695e-05,2.4700882468029935e-05,3.358498830476816e-06,1.8917827085440604,1.6449585315412307,1.6708006225424945,1.6598412051153946,0.16816121494589029,212918-211102
forest_minimize,RF,lhs,gp_hedge,1.009759628529212e-06,1.3652648956324062e-05,7.758248449371893e-06,7.310608732789612e-06,4.407148995989423e-06,1.8064531021277597,1.5866331969234275,1.6445345497521513,1.675004104969302,0.151690582073626,213643-211102
forest_minimize,RF,grid,LCB,1.1318146368932317e-05,2.8866325150601628e-05,2.8866325150601628e-05,6.816804497355961e-05,2.8866325150601628e-05,1.635565775394102,1.579743174846299,1.639847010852187,1.6046623385334013,0.08495860628727907,214539-211102
forest_minimize,RF,grid,EI,1.2012285466833975e-05,1.8285821545326203e-05,4.12059196554212e-05,6.805622001572724e-05,2.9712788015603216e-05,1.6263706543508596,1.6636177054671495,1.631195172140793,1.6242309875502976,0.04958841904557529,215312-211102
forest_minimize,RF,grid,PI,4.080732431735574e-06,8.139582862455686e-06,1.1432985795365578e-05,5.503293786908888e-05,1.1638417859255789e-05,1.6712304587694822,1.6583961097936875,1.6788333289866133,1.6033567997960076,0.06369884712350028,220057-211102
forest_minimize,RF,grid,gp_hedge,1.2012285466833975e-05,1.8285821545326203e-05,4.12059196554212e-05,6.805622001572724e-05,2.9712788015603216e-05,1.6263706543508596,1.6636177054671495,1.631195172140793,1.6242309875502976,0.04958841904557529,220840-211102
forest_minimize,ET,random,LCB,1.0327840722913324e-05,4.627604218108505e-05,2.0590941775150464e-05,8.738584677111849e-05,2.6020928409172913e-05,1.629137881479696,1.4897974002077392,1.647402326607482,1.563239449642482,0.16389269215915186,221750-211102
forest_minimize,ET,random,EI,1.54130943839942e-05,3.352783840952154e-05,2.8433931379334927e-05,9.669155084279756e-05,4.121005335308609e-05,1.6536312320315334,1.6264465847073408,1.7159508410675957,1.6550230525199912,0.05949002479501791,222537-211102
